Accession,Organism_Name,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
ON168741,Bovine kobuvirus,,,"Yu,S.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2023-01-30,BKV13/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8289,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV13/2021/CHN, complete genome"
ON168742,Bovine kobuvirus,,,"Yu,S.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2023-01-30,BKV14/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8289,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV14/2021/CHN, complete genome"
OK019998,Bovine kobuvirus,,,"Xiao,S.-Y., Zhai,S.-L.","Institute of Animal Health, Guangdong Academy of Agricultural Sciences, Animal Disease Diagnosis Center",China,2022-10-26,HNLD2019,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8320,GenBank,complete,,,,China,China,,Bos taurus,feces,2019-11-02,,,"Bovine kobuvirus isolate HNLD2019, complete genome"
ON075050,Bovine kobuvirus,,,"Yu,s.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2022-04-09,BKV1/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8320,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV1/2021/CHN, complete genome"
ON075051,Bovine kobuvirus,,,"Yu,s.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2022-04-09,BKV2/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8297,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV2/2021/CHN, complete genome"
ON075052,Bovine kobuvirus,,,"Yu,s.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2022-04-09,BKV3/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8372,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV3/2021/CHN, complete genome"
ON075053,Bovine kobuvirus,,,"Yu,s.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2022-04-09,BKV4/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8422,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV4/2021/CHN, complete genome"
ON075054,Bovine kobuvirus,,,"Yu,s.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2022-04-09,BKV6/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8349,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV6/2021/CHN, complete genome"
ON075055,Bovine kobuvirus,,,"Yu,s.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2022-04-09,BKV7/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8333,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV7/2021/CHN, complete genome"
ON075056,Bovine kobuvirus,,,"Yu,s.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2022-04-09,BKV8/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8314,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV8/2021/CHN, complete genome"
NC_027054,Porcine kobuvirus,GCF_001008455.1,,"Jin,W., Yang,Z., Zhao,Z., Qin,A., Yang,H.","National Center for Biotechnology Information, NIH",USA,2015-05-14,JS-02a-CHN/2014/China,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8121,RefSeq,complete,,,,China,China,,Sus scrofa,feces,2014,,PRJNA485481,"Porcine kobuvirus isolate JS-02a-CHN/2014/China, complete genome"
NC_023422,Caprine kobuvirus,GCF_000915315.1,,"Oem,J.K., Lee,M.H., Lee,K.K., An,D.J., Oem,J.-K., Kim,S.-H., Kim,Y.-H., Lee,M.-H., Lee,K.-K.","National Center for Biotechnology Information, NIH",USA,2014-02-04,12Q108,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8305,RefSeq,complete,,,1,South Korea,South Korea,,Capra hircus,feces,2012,,PRJNA485481,"Caprine kobuvirus isolate 12Q108, complete genome"
NC_016769,Porcine kobuvirus SH-W-CHN/2010/China,GCF_000895935.1,,"Wang,C., Lan,D., Cui,L., Yang,Z., Yuan,C., Hua,X., Wang,C.S., Lan,D.L., Hua,X.G.","National Center for Biotechnology Information, NIH",USA,2012-02-10,SH-W-CHN/2010/China,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8210,RefSeq,complete,,,1,China,China,,Sus scrofa,feces,2010-12,,PRJNA485481,"Porcine kobuvirus SH-W-CHN/2010/China, complete genome"
NC_011829,Porcine kobuvirus swine/S-1-HUN/2007/Hungary,GCF_000881035.1,,"Reuter,G., Boldizsar,A., Pankovics,P., Kiss,I.","National Center for Biotechnology Information, NIH",USA,2009-01-05,,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8210,RefSeq,complete,,,2,Hungary,Hungary,,Sus scrofa,feces,2007,,PRJNA485481,"Porcine kobuvirus swine/S-1-HUN/2007/Hungary, complete genome"
OQ129479,Porcine kobuvirus,,,"Wei,R.","Shandong Academy of Agricultural Sciences, Poultry Research Institute",China,2024-07-11,SD/2022/China,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8074,GenBank,complete,,,,China,China,,Sus scrofa,,2022-02-24,,,"Porcine kobuvirus isolate SD/2022/China, complete genome"
OQ595081,Porcine kobuvirus,,,"Brnic,D., Lojkic,I., Mikuletic,T., Steyer,A.","Croatian Veterinary Institute, Virology",Croatia,2023-07-19,,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8155,GenBank,complete,,,,Croatia,Croatia,,Sus scrofa,feces,2017,,,"Porcine kobuvirus strain 06-2017-Medj, complete genome"
OQ808805,Caprine kobuvirus,,,"Huang,M., Gan,J., Xu,Z., Guo,Y., Chen,Z., Gao,G.F., Liang,H., Liu,W.J.","Institute for Viral Disease Control and Prevention, China CDC, Department of George Gao",China,2023-07-12,CKoV-China/GCCDC14/2019,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8209,GenBank,complete,,,,China,China,,Capra hircus,,2019-08-31,,,"Caprine kobuvirus isolate CKoV-China/GCCDC14/2019, complete genome"
ON007233,Porcine kobuvirus,,,"Chen,N., Qiu,M., Zhu,J.","Yangzhou University, Preventive Veterinary Medicine",China,2023-06-27,XJ1904-34-PKV,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8251,GenBank,complete,,,,China: Xinjiang,China,,Sus scrofa,,2019-04,,,"Porcine kobuvirus isolate XJ1904-34-PKV, complete genome"
OP376931,Caprine kobuvirus,,,"Yang,C., Abi,K.H., Tang,C., Yang,F.L.","Southwest Minzu University, College of Animal & Veterinary Sciences",China,2023-04-19,CKoV-China/SWUN/B12/2022,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8461,GenBank,complete,,,,China,China,,Capra hircus,,2021-06-17,,,"Caprine kobuvirus isolate CKoV-China/SWUN/B12/2022, complete genome"
OM274025,Porcine kobuvirus,,,"Chen,J.","Anhui Agricultural University, College of Animal Science and Technology",China,2022-12-21,AH-32,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8179,GenBank,complete,,,,China,China,,Sus scrofa,feces,2020,,,"Porcine kobuvirus isolate AH-32 polyprotein gene, complete genome"
OM274026,Porcine kobuvirus,,,"Chen,J.","Anhui Agricultural University, College of Animal Science and Technology",China,2022-12-21,AH-42,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8162,GenBank,complete,,,,China,China,,Sus scrofa,feces,2018,,,"Porcine kobuvirus isolate AH-42 polyprotein gene, complete genome"
OM274027,Porcine kobuvirus,,,"Chen,J.","Anhui Agricultural University, College of Animal Science and Technology",China,2022-12-21,AH-49,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8161,GenBank,complete,,,,China,China,,Sus scrofa,feces,2019,,,"Porcine kobuvirus isolate AH-49 polyprotein gene, complete genome"
OM274028,Porcine kobuvirus,,,"Chen,J.","Anhui Agricultural University, College of Animal Science and Technology",China,2022-12-21,AH-75,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8249,GenBank,complete,,,,China,China,,Sus scrofa,feces,2020,,,"Porcine kobuvirus isolate AH-75 polyprotein gene, complete genome"
ON792975,Porcine kobuvirus,,,"Carvajal,A., Arguello,H., Cortey,M., Diaz,I., Gomez-Garcia,M., Puente,H.","Facultad de Veterinaria, Sanidad Animal",Spain,2022-09-26,SP-VC4,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8210,GenBank,complete,,,,Spain,Spain,,Sus scrofa,feces,2017-01-17,,,"Porcine kobuvirus isolate SP-VC4, complete genome"
ON792976,Porcine kobuvirus,,,"Carvajal,A., Arguello,H., Cortey,M., Diaz,I., Gomez-Garcia,M., Puente,H.","Facultad de Veterinaria, Sanidad Animal",Spain,2022-09-26,SP-VC18,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8210,GenBank,complete,,,,Spain,Spain,,Sus scrofa,feces,2017-03-07,,,"Porcine kobuvirus isolate SP-VC18, complete genome"
ON792977,Porcine kobuvirus,,,"Carvajal,A., Arguello,H., Cortey,M., Diaz,I., Gomez-Garcia,M., Puente,H.","Facultad de Veterinaria, Sanidad Animal",Spain,2022-09-26,SP-VC36,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8210,GenBank,complete,,,,Spain,Spain,,Sus scrofa,feces,2017-04-04,,,"Porcine kobuvirus isolate SP-VC36, complete genome"
OK315318,Porcine kobuvirus,,,"Li,Y., Yan,S.Z., Liang,X.J., Jiao,Z.","Huazhong Agricultural University, Lab of Veterinary Pathology",China,2022-04-12,Wuhan2020,Kobuvirus cebes,Kobuvirus,Picornaviridae,ssRNA(+),8145,GenBank,complete,,,,China,China,,Sus scrofa,,2020,,,"Porcine kobuvirus isolate Wuhan2020, complete genome"
NC_027918,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,GCF_001308635.1,,"Otomaru,K., Naoi,Y., Haga,K., Omatsu,T., Uto,T., Koizumi,M., Masuda,T., Yamasato,H., Takai,H., Aoki,H., Tsuchiaka,S., Sano,K., Okazaki,S., Katayama,Y., Oba,M., Furuya,T., Shirai,J., Katayama,K., Mizutani,T., Nagai,M.","National Center for Biotechnology Information, NIH",USA,2015-10-07,,Kobuvirus dekago,Kobuvirus,Picornaviridae,ssRNA(+),8496,RefSeq,complete,,,1,Japan: Kagoshima,Japan,,Bos taurus,,2015-02-02,,PRJNA485481,"Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN genomic RNA, complete genome, strain: Kagoshima-2-24-KoV/2015/JPN"
NC_027919,Kobuvirus cattle/Kagoshima-1-22-KoV/2014/JPN,GCF_001308755.1,,"Otomaru,K., Naoi,Y., Haga,K., Omatsu,T., Uto,T., Koizumi,M., Masuda,T., Yamasato,H., Takai,H., Aoki,H., Tsuchiaka,S., Sano,K., Okazaki,S., Katayama,Y., Oba,M., Furuya,T., Shirai,J., Katayama,K., Mizutani,T., Nagai,M.","National Center for Biotechnology Information, NIH",USA,2015-10-07,,Kobuvirus dekago,Kobuvirus,Picornaviridae,ssRNA(+),8087,RefSeq,complete,,,1,Japan: Kagoshima,Japan,,Bos taurus,,2014-11,,PRJNA485481,"Kobuvirus cattle/Kagoshima-1-22-KoV/2014/JPN genomic RNA, nearly complete genome, strain: Kagoshima-1-22-KoV/2014/JPN"
OQ267712,Kobuvirus dekago,,,"Yan,N.","Southwest Minzu University, College of Animal & Veterinary Sciences",China,2023-06-14,BKV/cow/NXC1/2021/CHN,Kobuvirus dekago,Kobuvirus,Picornaviridae,ssRNA(+),8492,GenBank,complete,,,,China,China,,,feces,2021-06,,,"Kobuvirus dekago isolate BKV/cow/NXC1/2021/CHN, complete genome"
OP776109,Kobuvirus dekago,,,"Yan,N.","Southwest Minzu University, College of Animal & Veterinary Sciences",China,2023-02-15,BKV/Yak/SCDF77/2021/CHN,Kobuvirus dekago,Kobuvirus,Picornaviridae,ssRNA(+),8484,GenBank,complete,,,,China,China,,Bos grunniens,feces,2021-06,,,"Kobuvirus dekago isolate BKV/Yak/SCDF77/2021/CHN, complete genome"
OP776110,Kobuvirus dekago,,,"Yan,N.","Southwest Minzu University, College of Animal & Veterinary Sciences",China,2023-02-15,BKV/Yak/QHHN16/2021/CHN,Kobuvirus dekago,Kobuvirus,Picornaviridae,ssRNA(+),8484,GenBank,complete,,,,China,China,,Bos grunniens,feces,2021-06,,,"Kobuvirus dekago isolate BKV/Yak/QHHN16/2021/CHN, complete genome"
OP776111,Kobuvirus dekago,,,"Yan,N.","Southwest Minzu University, College of Animal & Veterinary Sciences",China,2023-02-15,BKV/Yak/XZNQX7/2021/CHN,Kobuvirus dekago,Kobuvirus,Picornaviridae,ssRNA(+),8477,GenBank,complete,,,,China,China,,Bos grunniens,feces,2021-06,,,"Kobuvirus dekago isolate BKV/Yak/XZNQX7/2021/CHN, complete genome"
NC_026314,rabbit kobuvirus,GCF_000929395.1,,"Ng,T.F., Sachsenroder,J., Reuter,G., Knowles,N.J., Delwart,E., Johne,R., Ng,T.F.F., Delawart,E.","National Center for Biotechnology Information, NIH",USA,2015-01-31,Berlin/Jan2011/0572,Kobuvirus ecuni,Kobuvirus,Picornaviridae,ssRNA(+),7853,RefSeq,complete,,,1,Germany,Germany,,Rattus norvegicus,feces,2011-01,,PRJNA485481,"Rabbit kobuvirus isolate Berlin/Jan2011/0572, complete genome"
OP821762,Rabbit picornavirus,,SRR22164050,"Lu,X., Dai,Z., Zhang,W.","Jiangsu University, School of Medicine",China,2023-03-06,,Kobuvirus ecuni,Kobuvirus,Picornaviridae,ssRNA(+),7875,GenBank,partial,,,,China:Zhenjiang,China,,Oryctolagus cuniculus,feces,2019,SAMN31578535,PRJNA897333,"Rabbit picornavirus strain UJS-2019 polyprotein gene, complete cds"
OQ758029,Kobuvirus sp.,,,"Boros,A., Pankovics,P., Laszlo,Z., Urban,P., Herczeg,R., Gaspar,G., Toth,F., Reuter,G.","Medical School, University of Pecs, Medical Microbiology and Immunology",Hungary,2023-09-11,,Kobuvirus sp.,Kobuvirus,Picornaviridae,ssRNA(+),8446,GenBank,complete,,,1,Hungary,Hungary,,Capra hircus,feces,2020,,,"Kobuvirus sp. strain goat/KoV/KT-G4/2020-HUN, complete genome"
MT766372,Kobuvirus sp.,,SRR12204847,"Yang,Q., Rivailler,P., Zhu,S., Yan,D., Xie,N., Tang,H., Zhang,Y., Xu,W.","China CDC, National Institute for Communicable Disease Control and Prevention",China,2022-06-23,CHN/XJ/env/2018/ht8-ctg1,Kobuvirus sp.,Kobuvirus,Picornaviridae,ssRNA(+),8235,GenBank,complete,,,1,China: Xinjiang,China,,,,2018-08-12,SAMN15514210,PRJNA645711,"MAG: Kobuvirus sp. isolate CHN/XJ/env/2018/ht8-ctg1, complete genome"
MZ679272,Kobuvirus sp.,,SRR14039630,"Chen,Y.M., Sadiq,S., Tian,J.H., Chen,X., Lin,X.D., Shen,J.J., Chen,H., Hao,Z.Y., Wille,M., Zhou,Z.C., Wu,J., Li,F., Wang,H.W., Yang,W.D., Xu,Q.Y., Wang,W., Gao,W.H., Holmes,E.C., Zhang,Y.Z., Chen,Y.-M., Zhang,Y.-Z.","Shanghai Public Health Clinical Center, East China Institute of Pathogen Biology",China,2022-02-23,302R-k141_157464,Kobuvirus sp.,Kobuvirus,Picornaviridae,ssRNA(+),7189,GenBank,partial,,,1,China: Guangxi,China,,,feces,2018-08,SAMN18395464,PRJNA716119,"MAG: Kobuvirus sp. isolate 302R-k141_157464 polyprotein gene, partial cds"
MF947441,Kobuvirus sp.,set:MF947441,,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.","University of Edinburgh, Centre for Immunity, Infection and Evolution",,2018-02-27,,Kobuvirus sp.,Kobuvirus,Picornaviridae,ssRNA(+),8244,GenBank,partial,,,1,Viet Nam,Viet Nam,,Homo sapiens,feces,2014-05-19,,,"Kobuvirus sp. strain 16317x87 polyprotein gene, complete cds"
MF947442,Kobuvirus sp.,set:MF947442,,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.","University of Edinburgh, Centre for Immunity, Infection and Evolution",,2018-02-27,,Kobuvirus sp.,Kobuvirus,Picornaviridae,ssRNA(+),7312,GenBank,partial,,,1,Viet Nam,Viet Nam,,Homo sapiens,feces,2014-07-16,,,"Kobuvirus sp. strain 16806x8 polyprotein gene, partial cds"
OM451185,Marmot kobuvirus,,SRR17497041,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2022-03-09,JS-TNA1,Marmot kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8193,GenBank,partial,,,,China,China,,Marmota himalayana,,2020,SAMN24587162,PRJNA795267,"MAG: Marmot kobuvirus isolate JS-TNA1 polyprotein gene, complete cds"
OM451186,Marmot kobuvirus,,SRR17497087,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2022-03-09,ZJ-F2,Marmot kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8086,GenBank,partial,,,,China,China,,Marmota himalayana,,2020,SAMN24587169,PRJNA795267,"MAG: Marmot kobuvirus isolate ZJ-F2 polyprotein gene, complete cds"
OM140655,Marmot kobuvirus,,,"Yan,G.Z., He,B.","Changchun Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2022-02-09,,Marmot kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8236,GenBank,complete,,,,China: Xinjiang,China,,Marmota caudata,abdominal cavity,2016,,,"Marmot kobuvirus strain MCKV/XJ3/CHN/2016, complete genome"
KY855436,Marmot kobuvirus,set:KY855436,,"Luo,X.L., Lu,S., Jin,D., Yang,J., Wu,S.S., Xu,J., Luo,X., Xiong,Y., Pu,J.","National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention",China,2018-04-15,,Marmot kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8283,GenBank,complete,,,1,China,China,,Marmota himalayana,,2013,,,"Marmot kobuvirus strain HT9, complete genome"
NC_015936,Mouse kobuvirus M-5/USA/2010,GCF_000893835.1,,"Phan,T.G., Kapusinszky,B., Wang,C., Rose,R.K., Lipton,H.L., Delwart,E.L., Phan,T., Delwart,E.","National Center for Biotechnology Information, NIH",USA,2012-07-03,,Mouse kobuvirus M-5/USA/2010,Kobuvirus,Picornaviridae,ssRNA(+),8198,RefSeq,complete,,,1,USA,USA,,Peromyscus crinitus,feces,2010,,PRJNA485481,"Mouse kobuvirus M-5/USA/2010, complete genome"
MW296158,Ovine kobuvirus,,,"Abi,K.","State Key Laboratory of Veterinary Etiological Biology, Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences",China,2021-03-15,SKoV-China/SWUN/AB18/2019,Ovine kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8485,GenBank,complete,,,,China,China,,Ovis aries,,2019-01-01,,,"Ovine kobuvirus isolate SKoV-China/SWUN/AB18/2019, complete genome"
MN648601,Rat kobuvirus GZ85,,,"You,F.F., Zhang,M.Y., He,H., He,W.Q., Li,Y.Z., Chen,Q., You,F., Zhang,M., He,W., Li,Y., Gao,Y.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2020-08-23,,Rat kobuvirus GZ85,Kobuvirus,Picornaviridae,ssRNA(+),7750,GenBank,partial,,,1,China,China,,Rattus norvegicus,feces,2017-02,,,"Rat kobuvirus GZ85, partial genome"
MN648600,Rat kobuvirus MM33,,,"You,F.F., Zhang,M.Y., He,H., He,W.Q., Li,Y.Z., Chen,Q., You,F., Zhang,M., He,W., Li,Y., Gao,Y.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2020-08-23,,Rat kobuvirus MM33,Kobuvirus,Picornaviridae,ssRNA(+),7736,GenBank,partial,,,1,China,China,,Rattus norvegicus,,2017-02,,,"Rat kobuvirus MM33, partial genome"
